date,fund,price
2026-04-20,RZL Obligatiefonds Duratie Lang,24.81
2026-04-20,RZL Obligatiefonds Duratie Medium,25.19
2026-04-20,RZL Obligatiefonds Groen en Sociaal,25.07
2026-04-20,RZL Obligatiefonds Kortlopend,19.99
2026-04-20,RZL Optimaalfonds,38.03
2026-04-20,Wereld Beheer Mixfonds,37.99
2026-04-20,Zwitserleven Amerika Aandelenfonds,102.38
2026-04-20,Zwitserleven Credits Fonds,11.47
2026-04-20,Zwitserleven Credits Hypotheken Mixfonds,11.41
2026-04-20,Zwitserleven Duurzaam Wereld Aandelenfonds,38.75
2026-04-20,Zwitserleven Europees Aandelenfonds,38.75
2026-04-20,Zwitserleven Government Bonds 10+ Fonds,8.14
2026-04-20,Zwitserleven Index Aandelenfonds Europa,44.54
2026-04-20,Zwitserleven Index Aandelenfonds Noord-Amerika,50.92
2026-04-20,Zwitserleven Index Aandelenfonds Opkomende Landen,35.81
2026-04-20,Zwitserleven Index Aandelenfonds Pacific,38.8
2026-04-20,Zwitserleven Index Wereld Aandelenfonds,91.7
2026-04-20,Zwitserleven Kortlopend Obligatiefonds,6.07
2026-04-20,Zwitserleven Lifestyle Garantie,169.32
2026-04-20,Zwitserleven Long Duration Fonds,26.23
2026-04-20,Zwitserleven MaatschappijGarantie (2%),41.73
2026-04-20,Zwitserleven MaatschappijGarantie (3%),46.56
2026-04-20,Zwitserleven MaatschappijGarantie plus,53.73
2026-04-20,Zwitserleven Medium Duration Fonds,28.01
2026-04-20,Zwitserleven Mixfonds,59.42
2026-04-20,Zwitserleven Obligatiefonds,17.47
2026-04-20,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.8
2026-04-20,Zwitserleven PPI Vanguard Small Cap Fund,56.35
2026-04-20,Zwitserleven PPI iShares Government Bond index Fund,49.66
2026-04-20,Zwitserleven PW Collectief Garantiefonds,20.08
2026-04-20,Zwitserleven PW Doorlopend Garantiefonds,13.34
2026-04-20,Zwitserleven PW Europees Beheer Fonds 3%,187.46
2026-04-20,Zwitserleven PW Europees Beheer Fonds 4%,189.41
2026-04-20,Zwitserleven PW Garandement,15.81
2026-04-20,Zwitserleven PW Garantie Plusfonds,18.17
2026-04-20,Zwitserleven PW Garantiefonds,13.36
2026-04-20,Zwitserleven PW Safetyfonds,111.73
2026-04-20,Zwitserleven PW Vastrentendfonds,19.43
2026-04-20,Zwitserleven PW Vastrentendfonds Nederland 3%,19.89
2026-04-20,Zwitserleven PW Vastrentendfonds Nederland 4%,19.89
2026-04-20,Zwitserleven PW Verzekerd Rendementfonds,15.05
2026-04-20,Zwitserleven PW Wereldbeheerfonds 3%,139.76
2026-04-20,Zwitserleven PW Wereldbeheerfonds 4%,141.02
2026-04-20,Zwitserleven RZL Amerika Aandelenfonds,93.07
2026-04-20,Zwitserleven RZL Azië Aandelenfonds,48.32
2026-04-20,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.99
2026-04-20,Zwitserleven RZL Euro Mixfonds,44.72
2026-04-20,Zwitserleven RZL Euro Obligatiefonds,26.52
2026-04-20,Zwitserleven RZL Europa Aandelenfonds,58.7
2026-04-20,Zwitserleven RZL Vastgoedfonds,46.47
2026-04-20,Zwitserleven RZL Wereld Aandelenfonds,63.09
2026-04-20,Zwitserleven RendementsGarantie 1%,23.2
2026-04-20,Zwitserleven RendementsGarantie 2%,26.34
2026-04-20,Zwitserleven Selectie Fonds,40.82
2026-04-20,Zwitserleven Ultra Long Duration Fonds,22.33
2026-04-20,Zwitserleven VP Credits Hypothekenmix,10.01
2026-04-20,Zwitserleven VP Obligatie,8.79
2026-04-20,Zwitserleven VP Selectie,10.39
2026-04-20,Zwitserleven VP Wereld Aandelen,13.91
2026-04-20,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.37
2026-04-20,Zwitserleven Vanguard Small Cap Fund,28.11
2026-04-20,Zwitserleven Vastgoedfonds,25.54
2026-04-20,Zwitserleven Wereld Aandelenfonds,89.3
2026-04-20,Zwitser­leven Geldmarkt­fonds,25.29
2026-04-20,Zwitser­leven PPI Geldmarkt­fonds,50.56
2026-04-20,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.35
2026-04-20,Zwitser­leven Vanguard US 500 Stock Index Fund,26.16
2026-04-21,ASN Duurzaam Aandelenfonds,201.74
2026-04-21,ASN Duurzaam Obligatiefonds,25.44
2026-04-21,ASN Milieu & Waterfonds,53.81
2026-04-21,Euro Aandelen­fonds,57.88
2026-04-21,Euro Mixfonds,38.06
2026-04-21,Euro Obligatiefonds,24.23
2026-04-21,PP Euro Obligatiefonds,25.58
2026-04-21,PP Optimaal Euro Mixfonds,40.18
2026-04-21,RZL Aandelenfonds Amerika,93.37
2026-04-21,RZL Aandelenfonds Duurzaam Wereld,28.89
2026-04-21,RZL Aandelenfonds Europa,58.35
2026-04-21,RZL Aandelenfonds Europa 2,65.37
2026-04-21,RZL Aandelenfonds Opkomende Landen,31.09
2026-04-21,RZL Aandelenfonds Pacific,48.53
2026-04-21,RZL Aandelenfonds Vastgoed,46.61
2026-04-21,RZL Aandelenfonds Wereld,63.04
2026-04-21,RZL Aandelenfonds Wereld 2,78.69
2026-04-21,RZL Diversificatiefonds,26.12
2026-04-21,RZL Mixfonds,44.56
2026-04-21,RZL Mixfonds 2,42.38
2026-04-21,RZL Obligatiefonds,26.5
2026-04-21,RZL Obligatiefonds 2,25.58
2026-04-21,RZL Obligatiefonds Duratie 10+,21.42
2026-04-21,RZL Obligatiefonds Duratie Heel Lang,25.21
2026-04-21,RZL Obligatiefonds Duratie Lang,24.75
2026-04-21,RZL Obligatiefonds Duratie Medium,25.16
2026-04-21,RZL Obligatiefonds Groen en Sociaal,25.04
2026-04-21,RZL Obligatiefonds Kortlopend,19.99
2026-04-21,RZL Optimaalfonds,38.0
2026-04-21,Wereld Beheer Mixfonds,37.99
2026-04-21,Zwitserleven Amerika Aandelenfonds,102.71
2026-04-21,Zwitserleven Credits Fonds,11.46
2026-04-21,Zwitserleven Credits Hypotheken Mixfonds,11.41
2026-04-21,Zwitserleven Duurzaam Wereld Aandelenfonds,38.76
2026-04-21,Zwitserleven Europees Aandelenfonds,38.52
2026-04-21,Zwitserleven Government Bonds 10+ Fonds,8.13
2026-04-21,Zwitserleven Index Aandelenfonds Europa,44.26
2026-04-21,Zwitserleven Index Aandelenfonds Noord-Amerika,51.05
2026-04-21,Zwitserleven Index Aandelenfonds Opkomende Landen,36.06
2026-04-21,Zwitserleven Index Aandelenfonds Pacific,38.78
2026-04-21,Zwitserleven Index Wereld Aandelenfonds,91.7
2026-04-21,Zwitserleven Kortlopend Obligatiefonds,6.07
2026-04-21,Zwitserleven Lifestyle Garantie,169.36
2026-04-21,Zwitserleven Long Duration Fonds,26.16
2026-04-21,Zwitserleven MaatschappijGarantie (2%),41.74
2026-04-21,Zwitserleven MaatschappijGarantie (3%),46.57
2026-04-21,Zwitserleven MaatschappijGarantie plus,53.74
2026-04-21,Zwitserleven Medium Duration Fonds,27.99
2026-04-21,Zwitserleven Mixfonds,59.21
2026-04-21,Zwitserleven Obligatiefonds,17.45
2026-04-21,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.78
2026-04-21,Zwitserleven PPI Vanguard Small Cap Fund,56.55
2026-04-21,Zwitserleven PPI iShares Government Bond index Fund,49.94
2026-04-21,Zwitserleven PW Collectief Garantiefonds,20.04
2026-04-21,Zwitserleven PW Doorlopend Garantiefonds,13.33
2026-04-21,Zwitserleven PW Europees Beheer Fonds 3%,186.78
2026-04-21,Zwitserleven PW Europees Beheer Fonds 4%,188.73
2026-04-21,Zwitserleven PW Garandement,15.79
2026-04-21,Zwitserleven PW Garantie Plusfonds,18.13
2026-04-21,Zwitserleven PW Garantiefonds,13.33
2026-04-21,Zwitserleven PW Safetyfonds,111.41
2026-04-21,Zwitserleven PW Vastrentendfonds,19.4
2026-04-21,Zwitserleven PW Vastrentendfonds Nederland 3%,19.87
2026-04-21,Zwitserleven PW Vastrentendfonds Nederland 4%,19.87
2026-04-21,Zwitserleven PW Verzekerd Rendementfonds,15.01
2026-04-21,Zwitserleven PW Wereldbeheerfonds 3%,139.65
2026-04-21,Zwitserleven PW Wereldbeheerfonds 4%,140.91
2026-04-21,Zwitserleven RendementsGarantie 1%,23.2
2026-04-21,Zwitserleven RendementsGarantie 2%,26.35
2026-04-21,Zwitserleven Selectie Fonds,40.88
2026-04-21,Zwitserleven Ultra Long Duration Fonds,22.31
2026-04-21,Zwitserleven VP Credits Hypothekenmix,10.01
2026-04-21,Zwitserleven VP Obligatie,8.78
2026-04-21,Zwitserleven VP Selectie,10.41
2026-04-21,Zwitserleven VP Wereld Aandelen,13.93
2026-04-21,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.36
2026-04-21,Zwitserleven Vanguard Small Cap Fund,28.2
2026-04-21,Zwitserleven Vastgoedfonds,25.6
2026-04-21,Zwitserleven Wereld Aandelenfonds,89.43
2026-04-21,Zwitser­leven Geldmarkt­fonds,25.29
2026-04-21,Zwitser­leven PPI Geldmarkt­fonds,50.56
2026-04-21,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.22
2026-04-21,Zwitser­leven Vanguard US 500 Stock Index Fund,26.1
2026-04-22,ASN Duurzaam Aandelenfonds,201.56
2026-04-22,ASN Duurzaam Obligatiefonds,25.4
2026-04-22,ASN Milieu & Waterfonds,53.66
2026-04-22,Euro Aandelen­fonds,57.88
2026-04-22,Euro Mixfonds,38.06
2026-04-22,Euro Obligatiefonds,24.23
2026-04-22,PP Euro Obligatiefonds,25.55
2026-04-22,PP Optimaal Euro Mixfonds,40.18
2026-04-22,RZL Aandelenfonds Amerika,92.92
2026-04-22,RZL Aandelenfonds Duurzaam Wereld,28.84
2026-04-22,RZL Aandelenfonds Europa,57.94
2026-04-22,RZL Aandelenfonds Europa 2,64.91
2026-04-22,RZL Aandelenfonds Opkomende Landen,31.47
2026-04-22,RZL Aandelenfonds Pacific,48.45
2026-04-22,RZL Aandelenfonds Vastgoed,46.16
2026-04-22,RZL Aandelenfonds Wereld,62.82
2026-04-22,RZL Aandelenfonds Wereld 2,78.42
2026-04-22,RZL Diversificatiefonds,26.0
2026-04-22,RZL Mixfonds,44.38
2026-04-22,RZL Mixfonds 2,42.21
2026-04-22,RZL Obligatiefonds,26.47
2026-04-22,RZL Obligatiefonds 2,25.55
2026-04-22,RZL Obligatiefonds Duratie 10+,21.4
2026-04-22,RZL Obligatiefonds Duratie Heel Lang,25.26
2026-04-22,RZL Obligatiefonds Duratie Lang,24.75
2026-04-22,RZL Obligatiefonds Duratie Medium,25.14
2026-04-22,RZL Obligatiefonds Groen en Sociaal,25.02
2026-04-22,RZL Obligatiefonds Kortlopend,19.98
2026-04-22,RZL Optimaalfonds,37.91
2026-04-22,Wereld Beheer Mixfonds,37.99
2026-04-22,Zwitserleven Amerika Aandelenfonds,102.22
2026-04-22,Zwitserleven Credits Fonds,11.45
2026-04-22,Zwitserleven Credits Hypotheken Mixfonds,11.4
2026-04-22,Zwitserleven Duurzaam Wereld Aandelenfonds,38.69
2026-04-22,Zwitserleven Europees Aandelenfonds,38.25
2026-04-22,Zwitserleven Government Bonds 10+ Fonds,8.13
2026-04-22,Zwitserleven Index Aandelenfonds Europa,43.98
2026-04-22,Zwitserleven Index Aandelenfonds Noord-Amerika,50.8
2026-04-22,Zwitserleven Index Aandelenfonds Opkomende Landen,36.5
2026-04-22,Zwitserleven Index Aandelenfonds Pacific,38.57
2026-04-22,Zwitserleven Index Wereld Aandelenfonds,91.49
2026-04-22,Zwitserleven Kortlopend Obligatiefonds,6.07
2026-04-22,Zwitserleven Lifestyle Garantie,169.38
2026-04-22,Zwitserleven Long Duration Fonds,26.17
2026-04-22,Zwitserleven MaatschappijGarantie (2%),41.74
2026-04-22,Zwitserleven MaatschappijGarantie (3%),46.58
2026-04-22,Zwitserleven MaatschappijGarantie plus,53.75
2026-04-22,Zwitserleven Medium Duration Fonds,27.96
2026-04-22,Zwitserleven Mixfonds,58.97
2026-04-22,Zwitserleven Obligatiefonds,17.44
2026-04-22,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.72
2026-04-22,Zwitserleven PPI Vanguard Small Cap Fund,56.25
2026-04-22,Zwitserleven PPI iShares Government Bond index Fund,49.85
2026-04-22,Zwitserleven PW Collectief Garantiefonds,20.0
2026-04-22,Zwitserleven PW Doorlopend Garantiefonds,13.31
2026-04-22,Zwitserleven PW Europees Beheer Fonds 3%,186.02
2026-04-22,Zwitserleven PW Europees Beheer Fonds 4%,187.96
2026-04-22,Zwitserleven PW Garandement,15.78
2026-04-22,Zwitserleven PW Garantie Plusfonds,18.08
2026-04-22,Zwitserleven PW Garantiefonds,13.3
2026-04-22,Zwitserleven PW Safetyfonds,111.06
2026-04-22,Zwitserleven PW Vastrentendfonds,19.39
2026-04-22,Zwitserleven PW Vastrentendfonds Nederland 3%,19.85
2026-04-22,Zwitserleven PW Vastrentendfonds Nederland 4%,19.85
2026-04-22,Zwitserleven PW Verzekerd Rendementfonds,14.96
2026-04-22,Zwitserleven PW Wereldbeheerfonds 3%,139.31
2026-04-22,Zwitserleven PW Wereldbeheerfonds 4%,140.56
2026-04-22,Zwitserleven RendementsGarantie 1%,23.2
2026-04-22,Zwitserleven RendementsGarantie 2%,26.35
2026-04-22,Zwitserleven Selectie Fonds,40.65
2026-04-22,Zwitserleven Ultra Long Duration Fonds,22.36
2026-04-22,Zwitserleven VP Credits Hypothekenmix,10.0
2026-04-22,Zwitserleven VP Obligatie,8.77
2026-04-22,Zwitserleven VP Selectie,10.36
2026-04-22,Zwitserleven VP Wereld Aandelen,13.9
2026-04-22,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.33
2026-04-22,Zwitserleven Vanguard Small Cap Fund,28.06
2026-04-22,Zwitserleven Vastgoedfonds,25.29
2026-04-22,Zwitserleven Wereld Aandelenfonds,89.2
2026-04-22,Zwitser­leven Geldmarkt­fonds,25.29
2026-04-22,Zwitser­leven PPI Geldmarkt­fonds,50.57
2026-04-22,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,51.89
2026-04-22,Zwitser­leven Vanguard US 500 Stock Index Fund,25.93
2026-04-23,ASN Duurzaam Aandelenfonds,202.33
2026-04-23,ASN Duurzaam Obligatiefonds,25.39
2026-04-23,ASN Milieu & Waterfonds,53.65
2026-04-23,RZL Aandelenfonds Amerika,93.72
2026-04-23,RZL Aandelenfonds Duurzaam Wereld,29.05
2026-04-23,RZL Aandelenfonds Europa,58.01
2026-04-23,RZL Aandelenfonds Europa 2,64.99
2026-04-23,RZL Aandelenfonds Opkomende Landen,31.39
2026-04-23,RZL Aandelenfonds Pacific,48.2
2026-04-23,RZL Aandelenfonds Vastgoed,45.81
2026-04-23,RZL Aandelenfonds Wereld,62.98
2026-04-23,RZL Aandelenfonds Wereld 2,78.62
2026-04-23,RZL Diversificatiefonds,25.92
2026-04-23,RZL Mixfonds,44.39
2026-04-23,RZL Mixfonds 2,42.22
2026-04-23,RZL Obligatiefonds,26.45
2026-04-23,RZL Obligatiefonds 2,25.54
2026-04-23,RZL Obligatiefonds Duratie 10+,21.42
2026-04-23,RZL Obligatiefonds Duratie Heel Lang,25.41
2026-04-23,RZL Obligatiefonds Duratie Lang,24.82
2026-04-23,RZL Obligatiefonds Duratie Medium,25.13
2026-04-23,RZL Obligatiefonds Groen en Sociaal,25.01
2026-04-23,RZL Obligatiefonds Kortlopend,19.97
2026-04-23,RZL Optimaalfonds,37.92
2026-04-23,Wereld Beheer Mixfonds,37.99
2026-04-23,Zwitserleven Amerika Aandelenfonds,103.1
2026-04-23,Zwitserleven Credits Fonds,11.45
2026-04-23,Zwitserleven Credits Hypotheken Mixfonds,11.39
2026-04-23,Zwitserleven Duurzaam Wereld Aandelenfonds,38.97
2026-04-23,Zwitserleven Europees Aandelenfonds,38.29
2026-04-23,Zwitserleven Government Bonds 10+ Fonds,8.13
2026-04-23,Zwitserleven Index Aandelenfonds Europa,43.86
2026-04-23,Zwitserleven Index Aandelenfonds Noord-Amerika,51.46
2026-04-23,Zwitserleven Index Aandelenfonds Opkomende Landen,36.4
2026-04-23,Zwitserleven Index Aandelenfonds Pacific,38.33
2026-04-23,Zwitserleven Index Wereld Aandelenfonds,91.72
2026-04-23,Zwitserleven Kortlopend Obligatiefonds,6.07
2026-04-23,Zwitserleven Lifestyle Garantie,169.39
2026-04-23,Zwitserleven Long Duration Fonds,26.24
2026-04-23,Zwitserleven MaatschappijGarantie (2%),41.74
2026-04-23,Zwitserleven MaatschappijGarantie (3%),46.58
2026-04-23,Zwitserleven MaatschappijGarantie plus,53.75
2026-04-23,Zwitserleven Medium Duration Fonds,27.95
2026-04-23,Zwitserleven Mixfonds,58.98
2026-04-23,Zwitserleven Obligatiefonds,17.43
2026-04-23,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.82
2026-04-23,Zwitserleven PPI Vanguard Small Cap Fund,56.39
2026-04-23,Zwitserleven PPI iShares Government Bond index Fund,49.8
2026-04-23,Zwitserleven PW Collectief Garantiefonds,19.99
2026-04-23,Zwitserleven PW Doorlopend Garantiefonds,13.3
2026-04-23,Zwitserleven PW Europees Beheer Fonds 3%,186.07
2026-04-23,Zwitserleven PW Europees Beheer Fonds 4%,188.01
2026-04-23,Zwitserleven PW Garandement,15.77
2026-04-23,Zwitserleven PW Garantie Plusfonds,18.08
2026-04-23,Zwitserleven PW Garantiefonds,13.3
2026-04-23,Zwitserleven PW Safetyfonds,111.06
2026-04-23,Zwitserleven PW Vastrentendfonds,19.37
2026-04-23,Zwitserleven PW Vastrentendfonds Nederland 3%,19.84
2026-04-23,Zwitserleven PW Vastrentendfonds Nederland 4%,19.84
2026-04-23,Zwitserleven PW Verzekerd Rendementfonds,14.96
2026-04-23,Zwitserleven PW Wereldbeheerfonds 3%,139.35
2026-04-23,Zwitserleven PW Wereldbeheerfonds 4%,140.61
2026-04-23,Zwitserleven RendementsGarantie 1%,23.2
2026-04-23,Zwitserleven RendementsGarantie 2%,26.35
2026-04-23,Zwitserleven Selectie Fonds,40.58
2026-04-23,Zwitserleven Ultra Long Duration Fonds,22.49
2026-04-23,Zwitserleven VP Credits Hypothekenmix,10.0
2026-04-23,Zwitserleven VP Obligatie,8.77
2026-04-23,Zwitserleven VP Selectie,10.33
2026-04-23,Zwitserleven VP Wereld Aandelen,14.0
2026-04-23,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.38
2026-04-23,Zwitserleven Vanguard Small Cap Fund,28.12
2026-04-23,Zwitserleven Vastgoedfonds,25.17
2026-04-23,Zwitserleven Wereld Aandelenfonds,89.88
2026-04-23,Zwitser­leven Geldmarkt­fonds,25.29
2026-04-23,Zwitser­leven PPI Geldmarkt­fonds,50.57
2026-04-23,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.43
2026-04-23,Zwitser­leven Vanguard US 500 Stock Index Fund,26.2
2026-04-24,ASN Duurzaam Aandelenfonds,200.78
2026-04-24,ASN Duurzaam Obligatiefonds,25.37
2026-04-24,ASN Milieu & Waterfonds,53.62
2026-04-24,RZL Aandelenfonds Amerika,93.84
2026-04-24,RZL Aandelenfonds Duurzaam Wereld,28.94
2026-04-24,RZL Aandelenfonds Europa,58.13
2026-04-24,RZL Aandelenfonds Europa 2,65.12
2026-04-24,RZL Aandelenfonds Opkomende Landen,31.2
2026-04-24,RZL Aandelenfonds Pacific,47.83
2026-04-24,RZL Aandelenfonds Vastgoed,46.22
2026-04-24,RZL Aandelenfonds Wereld,63.0
2026-04-24,RZL Aandelenfonds Wereld 2,78.64
2026-04-24,RZL Diversificatiefonds,26.01
2026-04-24,RZL Mixfonds,44.42
2026-04-24,RZL Mixfonds 2,42.25
2026-04-24,RZL Obligatiefonds,26.43
2026-04-24,RZL Obligatiefonds 2,25.52
2026-04-24,RZL Obligatiefonds Duratie 10+,21.42
2026-04-24,RZL Obligatiefonds Duratie Heel Lang,25.66
2026-04-24,RZL Obligatiefonds Duratie Lang,24.87
2026-04-24,RZL Obligatiefonds Duratie Medium,25.11
2026-04-24,RZL Obligatiefonds Groen en Sociaal,24.98
2026-04-24,RZL Obligatiefonds Kortlopend,19.96
2026-04-24,RZL Optimaalfonds,37.93
2026-04-24,Wereld Beheer Mixfonds,37.99
2026-04-24,Zwitserleven Amerika Aandelenfonds,103.15
2026-04-24,Zwitserleven Credits Fonds,11.43
2026-04-24,Zwitserleven Credits Hypotheken Mixfonds,11.38
2026-04-24,Zwitserleven Duurzaam Wereld Aandelenfonds,38.82
2026-04-24,Zwitserleven Europees Aandelenfonds,38.28
2026-04-24,Zwitserleven Government Bonds 10+ Fonds,8.13
2026-04-24,Zwitserleven Index Aandelenfonds Europa,43.82
2026-04-24,Zwitserleven Index Aandelenfonds Noord-Amerika,51.3
2026-04-24,Zwitserleven Index Aandelenfonds Opkomende Landen,36.18
2026-04-24,Zwitserleven Index Aandelenfonds Pacific,38.3
2026-04-24,Zwitserleven Index Wereld Aandelenfonds,91.51
2026-04-24,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-24,Zwitserleven Lifestyle Garantie,169.4
2026-04-24,Zwitserleven Long Duration Fonds,26.29
2026-04-24,Zwitserleven MaatschappijGarantie (2%),41.74
2026-04-24,Zwitserleven MaatschappijGarantie (3%),46.58
2026-04-24,Zwitserleven MaatschappijGarantie plus,53.76
2026-04-24,Zwitserleven Medium Duration Fonds,27.93
2026-04-24,Zwitserleven Mixfonds,59.03
2026-04-24,Zwitserleven Obligatiefonds,17.41
2026-04-24,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.89
2026-04-24,Zwitserleven PPI Vanguard Small Cap Fund,56.13
2026-04-24,Zwitserleven PPI iShares Government Bond index Fund,49.79
2026-04-24,Zwitserleven PW Collectief Garantiefonds,19.99
2026-04-24,Zwitserleven PW Doorlopend Garantiefonds,13.29
2026-04-24,Zwitserleven PW Europees Beheer Fonds 3%,186.19
2026-04-24,Zwitserleven PW Europees Beheer Fonds 4%,188.13
2026-04-24,Zwitserleven PW Garandement,15.76
2026-04-24,Zwitserleven PW Garantie Plusfonds,18.08
2026-04-24,Zwitserleven PW Garantiefonds,13.3
2026-04-24,Zwitserleven PW Safetyfonds,111.08
2026-04-24,Zwitserleven PW Vastrentendfonds,19.36
2026-04-24,Zwitserleven PW Vastrentendfonds Nederland 3%,19.83
2026-04-24,Zwitserleven PW Vastrentendfonds Nederland 4%,19.83
2026-04-24,Zwitserleven PW Verzekerd Rendementfonds,14.97
2026-04-24,Zwitserleven PW Wereldbeheerfonds 3%,139.36
2026-04-24,Zwitserleven PW Wereldbeheerfonds 4%,140.62
2026-04-24,Zwitserleven RendementsGarantie 1%,23.21
2026-04-24,Zwitserleven RendementsGarantie 2%,26.35
2026-04-24,Zwitserleven Selectie Fonds,40.68
2026-04-24,Zwitserleven Ultra Long Duration Fonds,22.71
2026-04-24,Zwitserleven VP Credits Hypothekenmix,9.99
2026-04-24,Zwitserleven VP Obligatie,8.77
2026-04-24,Zwitserleven VP Selectie,10.36
2026-04-24,Zwitserleven VP Wereld Aandelen,13.96
2026-04-24,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.41
2026-04-24,Zwitserleven Vanguard Small Cap Fund,28.0
2026-04-24,Zwitserleven Vastgoedfonds,25.33
2026-04-24,Zwitserleven Wereld Aandelenfonds,89.59
2026-04-24,Zwitser­leven Geldmarkt­fonds,25.29
2026-04-24,Zwitser­leven PPI Geldmarkt­fonds,50.57
2026-04-24,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.2
2026-04-24,Zwitser­leven Vanguard US 500 Stock Index Fund,26.09
2026-04-27,ASN Duurzaam Aandelenfonds,203.33
2026-04-27,ASN Duurzaam Obligatiefonds,25.37
2026-04-27,ASN Milieu & Waterfonds,53.94
2026-04-27,RZL Aandelenfonds Amerika,94.61
2026-04-27,RZL Aandelenfonds Duurzaam Wereld,29.17
2026-04-27,RZL Aandelenfonds Europa,57.98
2026-04-27,RZL Aandelenfonds Europa 2,64.96
2026-04-27,RZL Aandelenfonds Opkomende Landen,31.41
2026-04-27,RZL Aandelenfonds Pacific,47.75
2026-04-27,RZL Aandelenfonds Vastgoed,46.1
2026-04-27,RZL Aandelenfonds Wereld,63.17
2026-04-27,RZL Aandelenfonds Wereld 2,78.86
2026-04-27,RZL Diversificatiefonds,25.97
2026-04-27,RZL Mixfonds,44.36
2026-04-27,RZL Mixfonds 2,42.19
2026-04-27,RZL Obligatiefonds,26.43
2026-04-27,RZL Obligatiefonds 2,25.52
2026-04-27,RZL Obligatiefonds Duratie 10+,21.43
2026-04-27,RZL Obligatiefonds Duratie Heel Lang,25.71
2026-04-27,RZL Obligatiefonds Duratie Lang,24.9
2026-04-27,RZL Obligatiefonds Duratie Medium,25.12
2026-04-27,RZL Obligatiefonds Groen en Sociaal,24.98
2026-04-27,RZL Obligatiefonds Kortlopend,19.96
2026-04-27,RZL Optimaalfonds,37.96
2026-04-27,Wereld Beheer Mixfonds,37.99
2026-04-27,Zwitserleven Amerika Aandelenfonds,104.08
2026-04-27,Zwitserleven Credits Fonds,11.43
2026-04-27,Zwitserleven Credits Hypotheken Mixfonds,11.38
2026-04-27,Zwitserleven Duurzaam Wereld Aandelenfonds,39.13
2026-04-27,Zwitserleven Europees Aandelenfonds,38.28
2026-04-27,Zwitserleven Government Bonds 10+ Fonds,8.14
2026-04-27,Zwitserleven Index Aandelenfonds Europa,43.74
2026-04-27,Zwitserleven Index Aandelenfonds Noord-Amerika,51.75
2026-04-27,Zwitserleven Index Aandelenfonds Opkomende Landen,36.43
2026-04-27,Zwitserleven Index Aandelenfonds Pacific,38.35
2026-04-27,Zwitserleven Index Wereld Aandelenfonds,91.71
2026-04-27,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-27,Zwitserleven Lifestyle Garantie,169.42
2026-04-27,Zwitserleven Long Duration Fonds,26.33
2026-04-27,Zwitserleven MaatschappijGarantie (2%),41.74
2026-04-27,Zwitserleven MaatschappijGarantie (3%),46.59
2026-04-27,Zwitserleven MaatschappijGarantie plus,53.77
2026-04-27,Zwitserleven Medium Duration Fonds,27.94
2026-04-27,Zwitserleven Mixfonds,58.95
2026-04-27,Zwitserleven Obligatiefonds,17.41
2026-04-27,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.96
2026-04-27,Zwitserleven PPI Vanguard Small Cap Fund,56.15
2026-04-27,Zwitserleven PPI iShares Government Bond index Fund,49.75
2026-04-27,Zwitserleven PW Collectief Garantiefonds,19.98
2026-04-27,Zwitserleven PW Doorlopend Garantiefonds,13.29
2026-04-27,Zwitserleven PW Europees Beheer Fonds 3%,185.95
2026-04-27,Zwitserleven PW Europees Beheer Fonds 4%,187.89
2026-04-27,Zwitserleven PW Garandement,15.75
2026-04-27,Zwitserleven PW Garantie Plusfonds,18.07
2026-04-27,Zwitserleven PW Garantiefonds,13.29
2026-04-27,Zwitserleven PW Safetyfonds,110.98
2026-04-27,Zwitserleven PW Vastrentendfonds,19.36
2026-04-27,Zwitserleven PW Vastrentendfonds Nederland 3%,19.83
2026-04-27,Zwitserleven PW Vastrentendfonds Nederland 4%,19.83
2026-04-27,Zwitserleven PW Verzekerd Rendementfonds,14.95
2026-04-27,Zwitserleven PW Wereldbeheerfonds 3%,139.49
2026-04-27,Zwitserleven PW Wereldbeheerfonds 4%,140.75
2026-04-27,Zwitserleven RendementsGarantie 1%,23.21
2026-04-27,Zwitserleven RendementsGarantie 2%,26.36
2026-04-27,Zwitserleven Selectie Fonds,40.62
2026-04-27,Zwitserleven Ultra Long Duration Fonds,22.76
2026-04-27,Zwitserleven VP Credits Hypothekenmix,9.99
