date,fund,price
2026-03-27,PP Euro Mixfonds,40.58
2026-03-27,PP Euro Obligatiefonds,25.3
2026-03-27,PP Optimaal Euro Mixfonds,39.73
2026-03-27,PP Wereld Aandelenfonds,73.16
2026-03-27,Wereld Beheer Mixfonds,37.66
2026-03-27,Zwitserleven Amerika Aandelenfonds,94.98
2026-03-27,Zwitserleven Credits Fonds,11.31
2026-03-27,Zwitserleven Credits Hypotheken Mixfonds,11.29
2026-03-27,Zwitserleven Duurzaam Wereld Aandelenfonds,35.44
2026-03-27,Zwitserleven Europees Aandelenfonds,35.73
2026-03-27,Zwitserleven Government Bonds 10+ Fonds,8.05
2026-03-27,Zwitserleven Index Aandelenfonds Europa,41.25
2026-03-27,Zwitserleven Index Aandelenfonds Noord-Amerika,47.19
2026-03-27,Zwitserleven Index Aandelenfonds Opkomende Landen,33.02
2026-03-27,Zwitserleven Index Aandelenfonds Pacific,37.39
2026-03-27,Zwitserleven Index Wereld Aandelenfonds,85.34
2026-03-27,Zwitserleven Kortlopend Obligatiefonds,6.03
2026-03-27,Zwitserleven Lifestyle Garantie,169.02
2026-03-27,Zwitserleven Long Duration Fonds,26.38
2026-03-27,Zwitserleven MaatschappijGarantie (2%),41.68
2026-03-27,Zwitserleven MaatschappijGarantie (3%),46.48
2026-03-27,Zwitserleven MaatschappijGarantie plus,53.6
2026-03-27,Zwitserleven Medium Duration Fonds,27.73
2026-03-27,Zwitserleven Mixfonds,56.68
2026-03-27,Zwitserleven Obligatiefonds,17.26
2026-03-27,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.27
2026-03-27,Zwitserleven PPI Vanguard Small Cap Fund,52.67
2026-03-27,Zwitserleven PPI iShares Government Bond index Fund,49.65
2026-03-27,Zwitserleven PW Collectief Garantiefonds,19.57
2026-03-27,Zwitserleven PW Doorlopend Garantiefonds,13.18
2026-03-27,Zwitserleven PW Europees Beheer Fonds 3%,178.9
2026-03-27,Zwitserleven PW Europees Beheer Fonds 4%,180.75
2026-03-27,Zwitserleven PW Garandement,15.62
2026-03-27,Zwitserleven PW Garantie Plusfonds,17.66
2026-03-27,Zwitserleven PW Garantiefonds,13.0
2026-03-27,Zwitserleven PW Safetyfonds,107.82
2026-03-27,Zwitserleven PW Vastrentendfonds,19.19
2026-03-27,Zwitserleven PW Vastrentendfonds Nederland 3%,19.65
2026-03-27,Zwitserleven PW Vastrentendfonds Nederland 4%,19.65
2026-03-27,Zwitserleven PW Verzekerd Rendementfonds,14.53
2026-03-27,Zwitserleven PW Wereldbeheerfonds 3%,134.41
2026-03-27,Zwitserleven PW Wereldbeheerfonds 4%,135.61
2026-03-27,Zwitserleven RZL Amerika Aandelenfonds,86.57
2026-03-27,Zwitserleven RZL Azië Aandelenfonds,47.0
2026-03-27,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.87
2026-03-27,Zwitserleven RZL Euro Mixfonds,42.67
2026-03-27,Zwitserleven RZL Euro Obligatiefonds,26.21
2026-03-27,Zwitserleven RZL Europa Aandelenfonds,54.07
2026-03-27,Zwitserleven RZL Vastgoedfonds,43.81
2026-03-27,Zwitserleven RZL Wereld Aandelenfonds,58.6
2026-03-27,Zwitserleven RendementsGarantie 1%,23.16
2026-03-27,Zwitserleven RendementsGarantie 2%,26.3
2026-03-27,Zwitserleven Selectie Fonds,39.26
2026-03-27,Zwitserleven Ultra Long Duration Fonds,23.42
2026-03-27,Zwitserleven VP Credits Hypothekenmix,9.91
2026-03-27,Zwitserleven VP Obligatie,8.7
2026-03-27,Zwitserleven VP Selectie,10.01
2026-03-27,Zwitserleven VP Wereld Aandelen,12.91
2026-03-27,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.11
2026-03-27,Zwitserleven Vanguard Small Cap Fund,26.26
2026-03-27,Zwitserleven Vastgoedfonds,24.01
2026-03-27,Zwitserleven Wereld Aandelenfonds,82.78
2026-03-27,Zwitser­leven Geldmarkt­fonds,25.26
2026-03-27,Zwitser­leven PPI Geldmarkt­fonds,50.5
2026-03-27,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,47.69
2026-03-27,Zwitser­leven Vanguard US 500 Stock Index Fund,23.84
2026-03-30,ASN Duurzaam Aandelenfonds,186.31
2026-03-30,ASN Duurzaam Obligatiefonds,25.1
2026-03-30,ASN Milieu & Waterfonds,49.84
2026-03-30,Etappe Euro Aandelen­fonds,57.21
2026-03-30,Etappe Euro Obligatie­fonds,25.35
2026-03-30,Etappe Staatsobligaties 10+ Fonds,21.05
2026-03-30,Euro Aandelen­fonds,56.16
2026-03-30,Euro Mixfonds,37.43
2026-03-30,Euro Obligatiefonds,24.16
2026-03-30,Optimaal Euro Obligatiefonds,24.35
2026-03-30,Optimaal Staatsobligaties 10+ Fonds,21.22
2026-03-30,Optimaal Vastgoedfonds,32.89
2026-03-30,Optimaal Wereld Aandelenfonds,68.62
2026-03-30,Optimaalfonds Oranje,36.31
2026-03-30,PP Euro Aandelenfonds,60.17
2026-03-30,PP Euro Mixfonds,40.35
2026-03-30,PP Euro Obligatiefonds,25.23
2026-03-30,PP Optimaal Euro Mixfonds,39.51
2026-03-30,PP Wereld Aandelenfonds,72.33
2026-03-30,Wereld Beheer Mixfonds,37.42
2026-03-30,Zwitserleven Amerika Aandelenfonds,93.45
2026-03-30,Zwitserleven Credits Fonds,11.28
2026-03-30,Zwitserleven Credits Hypotheken Mixfonds,11.27
2026-03-30,Zwitserleven Duurzaam Wereld Aandelenfonds,35.07
2026-03-30,Zwitserleven Europees Aandelenfonds,35.44
2026-03-30,Zwitserleven Government Bonds 10+ Fonds,7.99
2026-03-30,Zwitserleven Index Aandelenfonds Europa,40.89
2026-03-30,Zwitserleven Index Aandelenfonds Noord-Amerika,46.46
2026-03-30,Zwitserleven Index Aandelenfonds Opkomende Landen,32.84
2026-03-30,Zwitserleven Index Aandelenfonds Pacific,36.65
2026-03-30,Zwitserleven Index Wereld Aandelenfonds,84.5
2026-03-30,Zwitserleven Kortlopend Obligatiefonds,6.03
2026-03-30,Zwitserleven Lifestyle Garantie,169.03
2026-03-30,Zwitserleven Long Duration Fonds,26.08
2026-03-30,Zwitserleven MaatschappijGarantie (2%),41.68
2026-03-30,Zwitserleven MaatschappijGarantie (3%),46.48
2026-03-30,Zwitserleven MaatschappijGarantie plus,53.6
2026-03-30,Zwitserleven Medium Duration Fonds,27.63
2026-03-30,Zwitserleven Mixfonds,56.37
2026-03-30,Zwitserleven Obligatiefonds,17.21
2026-03-30,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.08
2026-03-30,Zwitserleven PPI Vanguard Small Cap Fund,52.08
2026-03-30,Zwitserleven PPI iShares Government Bond index Fund,49.31
2026-03-30,Zwitserleven PW Collectief Garantiefonds,19.5
2026-03-30,Zwitserleven PW Doorlopend Garantiefonds,13.15
2026-03-30,Zwitserleven PW Europees Beheer Fonds 3%,177.91
2026-03-30,Zwitserleven PW Europees Beheer Fonds 4%,179.75
2026-03-30,Zwitserleven PW Garandement,15.58
2026-03-30,Zwitserleven PW Garantie Plusfonds,17.58
2026-03-30,Zwitserleven PW Garantiefonds,12.96
2026-03-30,Zwitserleven PW Safetyfonds,107.31
2026-03-30,Zwitserleven PW Vastrentendfonds,19.14
2026-03-30,Zwitserleven PW Vastrentendfonds Nederland 3%,19.6
2026-03-30,Zwitserleven PW Vastrentendfonds Nederland 4%,19.6
2026-03-30,Zwitserleven PW Verzekerd Rendementfonds,14.47
2026-03-30,Zwitserleven PW Wereldbeheerfonds 3%,133.54
2026-03-30,Zwitserleven PW Wereldbeheerfonds 4%,134.74
2026-03-30,Zwitserleven RZL Amerika Aandelenfonds,85.16
2026-03-30,Zwitserleven RZL Azië Aandelenfonds,46.9
2026-03-30,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.86
2026-03-30,Zwitserleven RZL Euro Mixfonds,42.43
2026-03-30,Zwitserleven RZL Euro Obligatiefonds,26.13
2026-03-30,Zwitserleven RZL Europa Aandelenfonds,53.62
2026-03-30,Zwitserleven RZL Vastgoedfonds,43.5
2026-03-30,Zwitserleven RZL Wereld Aandelenfonds,57.94
2026-03-30,Zwitserleven RendementsGarantie 1%,23.16
2026-03-30,Zwitserleven RendementsGarantie 2%,26.31
2026-03-30,Zwitserleven Selectie Fonds,39.03
2026-03-30,Zwitserleven Ultra Long Duration Fonds,23.14
2026-03-30,Zwitserleven VP Credits Hypothekenmix,9.89
2026-03-30,Zwitserleven VP Obligatie,8.67
2026-03-30,Zwitserleven VP Selectie,9.95
2026-03-30,Zwitserleven VP Wereld Aandelen,12.75
2026-03-30,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.02
2026-03-30,Zwitserleven Vanguard Small Cap Fund,25.97
2026-03-30,Zwitserleven Vastgoedfonds,23.8
2026-03-30,Zwitserleven Wereld Aandelenfonds,81.8
2026-03-30,Zwitser­leven Geldmarkt­fonds,25.26
2026-03-30,Zwitser­leven PPI Geldmarkt­fonds,50.5
2026-03-30,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,46.86
2026-03-30,Zwitser­leven Vanguard US 500 Stock Index Fund,23.42
2026-03-31,ASN Duurzaam Aandelenfonds,186.53
2026-03-31,ASN Duurzaam Obligatiefonds,25.18
2026-03-31,ASN Milieu & Waterfonds,49.92
2026-03-31,Etappe Euro Aandelen­fonds,57.69
2026-03-31,Etappe Euro Obligatie­fonds,25.43
2026-03-31,Etappe Staatsobligaties 10+ Fonds,21.22
2026-03-31,Euro Aandelen­fonds,56.63
2026-03-31,Euro Mixfonds,37.64
2026-03-31,Euro Obligatiefonds,24.23
2026-03-31,Optimaal Euro Obligatiefonds,24.43
2026-03-31,Optimaal Staatsobligaties 10+ Fonds,21.39
2026-03-31,Optimaal Vastgoedfonds,33.05
2026-03-31,Optimaal Wereld Aandelenfonds,68.8
2026-03-31,Optimaalfonds Oranje,36.42
2026-03-31,PP Euro Aandelenfonds,60.67
2026-03-31,PP Euro Mixfonds,40.58
2026-03-31,PP Euro Obligatiefonds,25.3
2026-03-31,PP Optimaal Euro Mixfonds,39.74
2026-03-31,PP Wereld Aandelenfonds,72.53
2026-03-31,Wereld Beheer Mixfonds,37.53
2026-03-31,Zwitserleven Amerika Aandelenfonds,93.52
2026-03-31,Zwitserleven Credits Fonds,11.3
2026-03-31,Zwitserleven Credits Hypotheken Mixfonds,11.28
2026-03-31,Zwitserleven Duurzaam Wereld Aandelenfonds,34.95
2026-03-31,Zwitserleven Europees Aandelenfonds,35.65
2026-03-31,Zwitserleven Government Bonds 10+ Fonds,8.05
2026-03-31,Zwitserleven Index Aandelenfonds Europa,41.18
2026-03-31,Zwitserleven Index Aandelenfonds Noord-Amerika,46.51
2026-03-31,Zwitserleven Index Aandelenfonds Opkomende Landen,32.32
2026-03-31,Zwitserleven Index Aandelenfonds Pacific,36.73
2026-03-31,Zwitserleven Index Wereld Aandelenfonds,84.56
2026-03-31,Zwitserleven Kortlopend Obligatiefonds,6.04
2026-03-31,Zwitserleven Lifestyle Garantie,169.07
2026-03-31,Zwitserleven Long Duration Fonds,26.34
2026-03-31,Zwitserleven MaatschappijGarantie (2%),41.69
2026-03-31,Zwitserleven MaatschappijGarantie (3%),46.49
2026-03-31,Zwitserleven MaatschappijGarantie plus,53.62
2026-03-31,Zwitserleven Medium Duration Fonds,27.76
2026-03-31,Zwitserleven Mixfonds,56.61
2026-03-31,Zwitserleven Obligatiefonds,17.25
2026-03-31,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.42
2026-03-31,Zwitserleven PPI Vanguard Small Cap Fund,51.82
2026-03-31,Zwitserleven PPI iShares Government Bond index Fund,49.11
2026-03-31,Zwitserleven PW Collectief Garantiefonds,19.58
2026-03-31,Zwitserleven PW Doorlopend Garantiefonds,13.19
2026-03-31,Zwitserleven PW Europees Beheer Fonds 3%,178.93
2026-03-31,Zwitserleven PW Europees Beheer Fonds 4%,180.77
2026-03-31,Zwitserleven PW Garandement,15.62
2026-03-31,Zwitserleven PW Garantie Plusfonds,17.66
2026-03-31,Zwitserleven PW Garantiefonds,13.01
2026-03-31,Zwitserleven PW Safetyfonds,107.83
2026-03-31,Zwitserleven PW Vastrentendfonds,19.2
2026-03-31,Zwitserleven PW Vastrentendfonds Nederland 3%,19.66
2026-03-31,Zwitserleven PW Vastrentendfonds Nederland 4%,19.66
2026-03-31,Zwitserleven PW Verzekerd Rendementfonds,14.54
2026-03-31,Zwitserleven PW Wereldbeheerfonds 3%,133.93
2026-03-31,Zwitserleven PW Wereldbeheerfonds 4%,135.13
2026-03-31,Zwitserleven RZL Amerika Aandelenfonds,85.3
2026-03-31,Zwitserleven RZL Azië Aandelenfonds,46.36
2026-03-31,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.88
2026-03-31,Zwitserleven RZL Euro Mixfonds,42.67
2026-03-31,Zwitserleven RZL Euro Obligatiefonds,26.21
2026-03-31,Zwitserleven RZL Europa Aandelenfonds,54.07
2026-03-31,Zwitserleven RZL Vastgoedfonds,43.7
2026-03-31,Zwitserleven RZL Wereld Aandelenfonds,58.1
2026-03-31,Zwitserleven RendementsGarantie 1%,23.17
2026-03-31,Zwitserleven RendementsGarantie 2%,26.31
2026-03-31,Zwitserleven Selectie Fonds,39.14
2026-03-31,Zwitserleven Ultra Long Duration Fonds,23.35
2026-03-31,Zwitserleven VP Credits Hypothekenmix,9.9
2026-03-31,Zwitserleven VP Obligatie,8.71
2026-03-31,Zwitserleven VP Selectie,9.96
2026-03-31,Zwitserleven VP Wereld Aandelen,12.75
2026-03-31,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.18
2026-03-31,Zwitserleven Vanguard Small Cap Fund,25.85
2026-03-31,Zwitserleven Vastgoedfonds,24.01
2026-03-31,Zwitserleven Wereld Aandelenfonds,81.75
2026-03-31,Zwitser­leven Geldmarkt­fonds,25.26
2026-03-31,Zwitser­leven PPI Geldmarkt­fonds,50.51
2026-03-31,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,46.67
2026-03-31,Zwitser­leven Vanguard US 500 Stock Index Fund,23.33
2026-04-01,ASN Duurzaam Aandelenfonds,188.12
2026-04-01,ASN Duurzaam Obligatiefonds,25.22
2026-04-01,ASN Milieu & Waterfonds,50.27
2026-04-01,Etappe Euro Aandelen­fonds,57.98
2026-04-01,Etappe Euro Obligatie­fonds,25.47
2026-04-01,Etappe Staatsobligaties 10+ Fonds,21.31
2026-04-01,Euro Aandelen­fonds,56.92
2026-04-01,Euro Mixfonds,37.77
2026-04-01,Euro Obligatiefonds,24.26
2026-04-01,Optimaal Euro Obligatiefonds,24.46
2026-04-01,Optimaal Staatsobligaties 10+ Fonds,21.48
2026-04-01,Optimaal Vastgoedfonds,33.21
2026-04-01,Optimaal Wereld Aandelenfonds,69.25
2026-04-01,Optimaalfonds Oranje,36.56
2026-04-01,PP Euro Aandelenfonds,60.98
2026-04-01,PP Euro Mixfonds,40.72
2026-04-01,PP Euro Obligatiefonds,25.34
2026-04-01,PP Optimaal Euro Mixfonds,39.87
2026-04-01,PP Wereld Aandelenfonds,73.01
2026-04-01,RZL Aandelenfonds Amerika,87.27
2026-04-01,RZL Aandelenfonds Duurzaam Wereld,26.57
2026-04-01,RZL Aandelenfonds Europa,54.35
2026-04-01,RZL Aandelenfonds Europa 2,60.98
2026-04-01,RZL Aandelenfonds Opkomende Landen,27.7
2026-04-01,RZL Aandelenfonds Pacific,45.89
2026-04-01,RZL Aandelenfonds Vastgoed,43.92
2026-04-01,RZL Aandelenfonds Wereld,58.48
2026-04-01,RZL Aandelenfonds Wereld 2,73.01
2026-04-01,RZL Diversificatiefonds,25.42
2026-04-01,RZL Mixfonds,42.81
2026-04-01,RZL Mixfonds 2,40.72
2026-04-01,RZL Obligatiefonds,26.25
2026-04-01,RZL Obligatiefonds 2,25.34
2026-04-01,RZL Obligatiefonds Duratie 10+,21.31
2026-04-01,RZL Obligatiefonds Duratie Heel Lang,26.3
2026-04-01,RZL Obligatiefonds Duratie Lang,24.77
2026-04-01,RZL Obligatiefonds Duratie Medium,24.89
2026-04-01,RZL Obligatiefonds Groen en Sociaal,24.78
2026-04-01,RZL Obligatiefonds Kortlopend,19.89
2026-04-01,RZL Optimaalfonds,36.56
2026-04-01,Wereld Beheer Mixfonds,37.67
2026-04-01,Zwitserleven Amerika Aandelenfonds,95.76
2026-04-01,Zwitserleven Credits Fonds,11.31
2026-04-01,Zwitserleven Credits Hypotheken Mixfonds,11.3
2026-04-01,Zwitserleven Duurzaam Wereld Aandelenfonds,35.6
2026-04-01,Zwitserleven Europees Aandelenfonds,35.92
2026-04-01,Zwitserleven Government Bonds 10+ Fonds,8.09
2026-04-01,Zwitserleven Index Aandelenfonds Europa,41.46
2026-04-01,Zwitserleven Index Aandelenfonds Noord-Amerika,47.64
2026-04-01,Zwitserleven Index Aandelenfonds Opkomende Landen,31.92
2026-04-01,Zwitserleven Index Aandelenfonds Pacific,37.87
2026-04-01,Zwitserleven Index Wereld Aandelenfonds,85.13
2026-04-01,Zwitserleven Kortlopend Obligatiefonds,6.04
2026-04-01,Zwitserleven Lifestyle Garantie,169.09
2026-04-01,Zwitserleven Long Duration Fonds,26.6
2026-04-01,Zwitserleven MaatschappijGarantie (2%),41.69
2026-04-01,Zwitserleven MaatschappijGarantie (3%),46.5
2026-04-01,Zwitserleven MaatschappijGarantie plus,53.63
2026-04-01,Zwitserleven Medium Duration Fonds,27.82
2026-04-01,Zwitserleven Mixfonds,56.88
2026-04-01,Zwitserleven Obligatiefonds,17.29
2026-04-01,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.55
2026-04-01,Zwitserleven PPI Vanguard Small Cap Fund,52.7
2026-04-01,Zwitserleven PPI iShares Government Bond index Fund,49.37
2026-04-01,Zwitserleven PW Collectief Garantiefonds,19.62
2026-04-01,Zwitserleven PW Doorlopend Garantiefonds,13.21
2026-04-01,Zwitserleven PW Europees Beheer Fonds 3%,179.52
2026-04-01,Zwitserleven PW Europees Beheer Fonds 4%,181.37
2026-04-01,Zwitserleven PW Garandement,15.65
2026-04-01,Zwitserleven PW Garantie Plusfonds,17.7
2026-04-01,Zwitserleven PW Garantiefonds,13.03
2026-04-01,Zwitserleven PW Safetyfonds,108.13
2026-04-01,Zwitserleven PW Vastrentendfonds,19.23
2026-04-01,Zwitserleven PW Vastrentendfonds Nederland 3%,19.69
2026-04-01,Zwitserleven PW Vastrentendfonds Nederland 4%,19.69
2026-04-01,Zwitserleven PW Verzekerd Rendementfonds,14.57
2026-04-01,Zwitserleven PW Wereldbeheerfonds 3%,134.43
2026-04-01,Zwitserleven PW Wereldbeheerfonds 4%,135.64
2026-04-01,Zwitserleven RZL Amerika Aandelenfonds,87.27
2026-04-01,Zwitserleven RZL Azië Aandelenfonds,45.89
2026-04-01,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.89
2026-04-01,Zwitserleven RZL Euro Mixfonds,42.81
2026-04-01,Zwitserleven RZL Euro Obligatiefonds,26.25
2026-04-01,Zwitserleven RZL Europa Aandelenfonds,54.35
2026-04-01,Zwitserleven RZL Vastgoedfonds,43.92
2026-04-01,Zwitserleven RZL Wereld Aandelenfonds,58.48
2026-04-01,Zwitserleven RendementsGarantie 1%,23.17
2026-04-01,Zwitserleven RendementsGarantie 2%,26.31
2026-04-01,Zwitserleven Selectie Fonds,39.34
2026-04-01,Zwitserleven Ultra Long Duration Fonds,23.81
2026-04-01,Zwitserleven VP Credits Hypothekenmix,9.91
2026-04-01,Zwitserleven VP Obligatie,8.73
2026-04-01,Zwitserleven VP Selectie,10.0
2026-04-01,Zwitserleven VP Wereld Aandelen,12.93
2026-04-01,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.24
2026-04-01,Zwitserleven Vanguard Small Cap Fund,26.27
2026-04-01,Zwitserleven Vastgoedfonds,24.24
2026-04-01,Zwitserleven Wereld Aandelenfonds,82.96
2026-04-01,Zwitser­leven Geldmarkt­fonds,25.26
2026-04-01,Zwitser­leven PPI Geldmarkt­fonds,50.51
2026-04-01,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,48.06
2026-04-01,Zwitser­leven Vanguard US 500 Stock Index Fund,24.02
2026-04-02,ASN Duurzaam Aandelenfonds,191.55
2026-04-02,ASN Duurzaam Obligatiefonds,25.28
2026-04-02,ASN Milieu & Waterfonds,51.13
2026-04-02,Etappe Euro Aandelen­fonds,59.58
2026-04-02,Etappe Euro Obligatie­fonds,25.54
2026-04-02,Etappe Staatsobligaties 10+ Fonds,21.39
2026-04-02,Euro Aandelen­fonds,58.49
2026-04-02,Euro Mixfonds,38.34
2026-04-02,Euro Obligatiefonds,24.33
2026-04-02,Optimaal Euro Obligatiefonds,24.53
2026-04-02,Optimaal Staatsobligaties 10+ Fonds,21.56
2026-04-02,Optimaal Vastgoedfonds,33.45
2026-04-02,Optimaal Wereld Aandelenfonds,70.59
2026-04-02,Optimaalfonds Oranje,36.91
2026-04-02,PP Euro Aandelenfonds,62.66
2026-04-02,PP Euro Mixfonds,41.34
2026-04-02,PP Euro Obligatiefonds,25.41
2026-04-02,PP Optimaal Euro Mixfonds,40.48
2026-04-02,PP Wereld Aandelenfonds,74.42
2026-04-02,RZL Aandelenfonds Amerika,87.11
2026-04-02,RZL Aandelenfonds Duurzaam Wereld,26.98
2026-04-02,RZL Aandelenfonds Europa,55.85
2026-04-02,RZL Aandelenfonds Europa 2,62.66
2026-04-02,RZL Aandelenfonds Opkomende Landen,28.65
2026-04-02,RZL Aandelenfonds Pacific,47.68
2026-04-02,RZL Aandelenfonds Vastgoed,44.24
2026-04-02,RZL Aandelenfonds Wereld,59.61
2026-04-02,RZL Aandelenfonds Wereld 2,74.42
2026-04-02,RZL Diversificatiefonds,25.58
2026-04-02,RZL Mixfonds,43.47
2026-04-02,RZL Mixfonds 2,41.34
2026-04-02,RZL Obligatiefonds,26.32
2026-04-02,RZL Obligatiefonds 2,25.41
2026-04-02,RZL Obligatiefonds Duratie 10+,21.39
2026-04-02,RZL Obligatiefonds Duratie Heel Lang,26.0
2026-04-02,RZL Obligatiefonds Duratie Lang,24.75
2026-04-02,RZL Obligatiefonds Duratie Medium,24.94
2026-04-02,RZL Obligatiefonds Groen en Sociaal,24.88
2026-04-02,RZL Obligatiefonds Kortlopend,19.91
2026-04-02,RZL Optimaalfonds,36.91
2026-04-02,Wereld Beheer Mixfonds,38.03
2026-04-02,Zwitserleven Amerika Aandelenfonds,95.59
2026-04-02,Zwitserleven Credits Fonds,11.35
2026-04-02,Zwitserleven Credits Hypotheken Mixfonds,11.31
2026-04-02,Zwitserleven Duurzaam Wereld Aandelenfonds,36.15
2026-04-02,Zwitserleven Europees Aandelenfonds,36.91
2026-04-02,Zwitserleven Government Bonds 10+ Fonds,8.12
2026-04-02,Zwitserleven Index Aandelenfonds Europa,42.48
2026-04-02,Zwitserleven Index Aandelenfonds Noord-Amerika,47.65
2026-04-02,Zwitserleven Index Aandelenfonds Opkomende Landen,33.01
2026-04-02,Zwitserleven Index Aandelenfonds Pacific,37.34
2026-04-02,Zwitserleven Index Wereld Aandelenfonds,86.73
2026-04-02,Zwitserleven Kortlopend Obligatiefonds,6.05
2026-04-02,Zwitserleven Lifestyle Garantie,169.1
2026-04-02,Zwitserleven Long Duration Fonds,26.57
2026-04-02,Zwitserleven MaatschappijGarantie (2%),41.69
2026-04-02,Zwitserleven MaatschappijGarantie (3%),46.5
2026-04-02,Zwitserleven MaatschappijGarantie plus,53.63
2026-04-02,Zwitserleven Medium Duration Fonds,27.87
2026-04-02,Zwitserleven Mixfonds,57.74
2026-04-02,Zwitserleven Obligatiefonds,17.34
2026-04-02,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.58
2026-04-02,Zwitserleven PPI Vanguard Small Cap Fund,53.21
2026-04-02,Zwitserleven PPI iShares Government Bond index Fund,49.5
2026-04-02,Zwitserleven PW Collectief Garantiefonds,19.77
2026-04-02,Zwitserleven PW Doorlopend Garantiefonds,13.24
2026-04-02,Zwitserleven PW Europees Beheer Fonds 3%,182.25
2026-04-02,Zwitserleven PW Europees Beheer Fonds 4%,184.14
2026-04-02,Zwitserleven PW Garandement,15.69
2026-04-02,Zwitserleven PW Garantie Plusfonds,17.86
2026-04-02,Zwitserleven PW Garantiefonds,13.14
2026-04-02,Zwitserleven PW Safetyfonds,109.34
2026-04-02,Zwitserleven PW Vastrentendfonds,19.28
2026-04-02,Zwitserleven PW Vastrentendfonds Nederland 3%,19.74
2026-04-02,Zwitserleven PW Vastrentendfonds Nederland 4%,19.74
2026-04-02,Zwitserleven PW Verzekerd Rendementfonds,14.73
2026-04-02,Zwitserleven PW Wereldbeheerfonds 3%,135.71
2026-04-02,Zwitserleven PW Wereldbeheerfonds 4%,136.93
2026-04-02,Zwitserleven RZL Amerika Aandelenfonds,87.11
2026-04-02,Zwitserleven RZL Azië Aandelenfonds,47.68
2026-04-02,Zwitserleven RZL Euro Kortlopend Obligatiefonds,19.91
2026-04-02,Zwitserleven RZL Euro Mixfonds,43.47
2026-04-02,Zwitserleven RZL Euro Obligatiefonds,26.32
2026-04-02,Zwitserleven RZL Europa Aandelenfonds,55.85
2026-04-02,Zwitserleven RZL Vastgoedfonds,44.24
2026-04-02,Zwitserleven RZL Wereld Aandelenfonds,59.61
2026-04-02,Zwitserleven RendementsGarantie 1%,23.17
2026-04-02,Zwitserleven RendementsGarantie 2%,26.31
2026-04-02,Zwitserleven Selectie Fonds,39.46
2026-04-02,Zwitserleven Ultra Long Duration Fonds,23.54
2026-04-02,Zwitserleven VP Credits Hypothekenmix,9.92
2026-04-02,Zwitserleven VP Obligatie,8.75
2026-04-02,Zwitserleven VP Selectie,10.06
2026-04-02,Zwitserleven VP Wereld Aandelen,13.08
2026-04-02,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.26
2026-04-02,Zwitserleven Vanguard Small Cap Fund,26.53
2026-04-02,Zwitserleven Vastgoedfonds,24.23
2026-04-02,Zwitserleven Wereld Aandelenfonds,83.89
2026-04-02,Zwitser­leven Geldmarkt­fonds,25.26
2026-04-02,Zwitser­leven PPI Geldmarkt­fonds,50.51
2026-04-02,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,48.39
2026-04-02,Zwitser­leven Vanguard US 500 Stock Index Fund,24.19
2026-04-07,ASN Duurzaam Aandelenfonds,191.36
2026-04-07,ASN Duurzaam Obligatiefonds,25.28
2026-04-07,ASN Milieu & Waterfonds,50.9
2026-04-07,Etappe Euro Aandelen­fonds,59.58
2026-04-07,Etappe Euro Obligatie­fonds,25.52
2026-04-07,Etappe Staatsobligaties 10+ Fonds,21.39
2026-04-07,Euro Aandelen­fonds,58.49
2026-04-07,Euro Mixfonds,38.33
2026-04-07,Euro Obligatiefonds,24.32
2026-04-07,Optimaal Euro Obligatiefonds,24.52
2026-04-07,Optimaal Staatsobligaties 10+ Fonds,21.55
2026-04-07,Optimaal Vastgoedfonds,33.75
2026-04-07,Optimaal Wereld Aandelenfonds,70.53
2026-04-07,Optimaalfonds Oranje,36.9
2026-04-07,PP Euro Aandelenfonds,62.67
2026-04-07,PP Euro Mixfonds,41.33
2026-04-07,PP Euro Obligatiefonds,25.4
2026-04-07,PP Optimaal Euro Mixfonds,40.46
2026-04-07,PP Wereld Aandelenfonds,74.36
2026-04-07,RZL Aandelenfonds Amerika,87.76
2026-04-07,RZL Aandelenfonds Duurzaam Wereld,27.03
2026-04-07,RZL Aandelenfonds Europa,55.85
2026-04-07,RZL Aandelenfonds Europa 2,62.67
2026-04-07,RZL Aandelenfonds Opkomende Landen,28.37
2026-04-07,RZL Aandelenfonds Pacific,47.11
2026-04-07,RZL Aandelenfonds Vastgoed,44.62
